2025-07-25 14:37:02,sad
2025-07-25 14:37:03,neutral
2025-07-25 14:37:03,neutral
2025-07-25 14:37:03,neutral
2025-07-25 14:37:04,angry
2025-07-25 14:37:04,happy
2025-07-25 14:37:04,neutral
2025-07-25 14:37:04,neutral
2025-07-25 14:37:05,neutral
2025-07-25 14:37:05,neutral
2025-07-25 14:37:05,neutral
2025-07-25 14:37:06,neutral
2025-07-25 14:37:06,neutral
2025-07-25 14:37:06,neutral
2025-07-25 14:37:06,fear
2025-07-25 14:37:07,neutral
2025-07-25 14:37:07,neutral
2025-07-25 14:37:07,fear
2025-07-25 14:37:07,angry
2025-07-25 14:37:07,angry
2025-07-25 14:37:08,sad
2025-07-25 14:37:08,neutral
2025-07-25 14:37:08,sad
2025-07-25 14:37:08,fear
2025-07-25 14:37:09,neutral
2025-07-25 14:37:09,fear
2025-07-25 14:37:09,sad
2025-07-25 14:37:09,sad
2025-07-25 14:37:10,sad
2025-07-25 14:37:10,sad
2025-07-25 14:37:10,sad
2025-07-25 14:37:10,sad
2025-07-25 14:37:10,sad
2025-07-25 14:37:11,neutral
2025-07-25 14:37:11,neutral
2025-07-25 14:37:11,neutral
2025-07-25 14:37:11,sad
2025-07-25 14:37:12,neutral
2025-07-25 14:37:12,neutral
2025-07-25 14:37:12,neutral
2025-07-25 14:37:12,neutral
2025-07-25 14:37:13,neutral
2025-07-25 14:37:13,neutral
2025-07-25 14:37:13,neutral
2025-07-25 14:37:13,neutral
2025-07-25 14:37:13,happy
2025-07-25 14:37:14,neutral
2025-07-25 14:37:14,neutral
2025-07-25 14:37:14,fear
2025-07-25 14:37:14,fear
2025-07-25 14:37:15,fear
2025-07-25 14:37:15,fear
2025-07-25 14:37:15,fear
2025-07-25 14:37:15,fear
2025-07-25 14:37:15,neutral
2025-07-25 14:37:16,happy
2025-07-25 14:37:16,happy
2025-07-25 14:37:16,happy
2025-07-25 14:37:16,happy
2025-07-25 14:37:17,happy
2025-07-25 14:37:17,happy
2025-07-25 14:37:17,happy
2025-07-25 14:37:17,happy
2025-07-25 14:37:17,happy
2025-07-25 14:37:17,happy
2025-07-25 14:37:18,happy
2025-07-25 14:37:18,fear
2025-07-25 14:37:18,fear
2025-07-25 14:37:18,fear
2025-07-25 14:37:18,fear
2025-07-25 14:37:18,fear
2025-07-25 14:37:18,fear
2025-07-25 14:37:19,fear
2025-07-25 14:37:19,fear
2025-07-25 14:37:19,fear
2025-07-25 14:37:19,fear
2025-07-25 14:37:19,fear
2025-07-25 14:37:19,fear
2025-07-25 14:37:20,fear
2025-07-25 14:37:20,fear
2025-07-25 14:37:20,fear
2025-07-25 14:37:20,neutral
2025-07-25 14:37:20,neutral
2025-07-25 14:37:20,neutral
2025-07-25 14:37:21,neutral
2025-07-25 14:37:21,neutral
2025-07-25 14:37:21,neutral
2025-07-25 14:37:21,neutral
2025-07-25 14:37:21,angry
2025-07-25 14:37:21,neutral
2025-07-25 14:37:22,neutral
2025-07-25 14:37:22,neutral
2025-07-25 14:37:22,neutral
2025-07-25 14:37:22,neutral
2025-07-25 14:37:22,neutral
2025-07-25 14:37:22,neutral
2025-07-25 14:37:23,neutral
2025-07-25 14:37:23,neutral
2025-07-25 14:37:23,neutral
2025-07-25 14:37:23,fear
2025-07-25 14:37:23,fear
2025-07-25 14:37:24,fear
2025-07-25 14:37:24,fear
2025-07-25 14:37:24,fear
2025-07-25 14:37:24,fear
2025-07-25 14:37:24,fear
2025-07-25 14:37:24,fear
2025-07-25 14:37:24,fear
2025-07-25 14:37:25,neutral
2025-07-25 14:37:25,neutral
2025-07-25 14:37:25,neutral
2025-07-25 14:37:25,neutral
2025-07-25 14:37:25,neutral
2025-07-25 14:37:25,fear
2025-07-25 14:37:26,fear
2025-07-25 14:37:26,neutral
2025-07-25 14:37:26,neutral
2025-07-25 14:37:26,fear
2025-07-25 14:37:26,fear
2025-07-25 14:37:26,angry
2025-07-25 14:37:27,happy
2025-07-25 14:37:27,sad
2025-07-25 14:37:27,sad
2025-07-25 14:37:27,sad
2025-07-25 14:37:27,sad
2025-07-25 14:37:27,sad
2025-07-25 14:37:28,sad
2025-07-25 14:37:28,angry
2025-07-25 14:37:28,happy
2025-07-25 14:37:28,happy
2025-07-25 14:37:28,angry
2025-07-25 14:37:29,neutral
2025-07-25 14:37:29,neutral
2025-07-25 14:37:29,angry
2025-07-25 14:37:29,angry
2025-07-25 14:37:29,angry
2025-07-25 14:37:29,angry
2025-07-25 14:37:30,angry
2025-07-25 14:37:30,angry
2025-07-25 14:37:30,neutral
2025-07-25 14:37:30,neutral
2025-07-25 14:37:30,angry
2025-07-25 14:37:31,neutral
2025-07-25 14:37:31,angry
2025-07-25 14:37:31,fear
2025-07-25 14:37:31,neutral
2025-07-25 14:37:32,happy
2025-07-25 14:37:32,fear
2025-07-25 14:37:32,fear
2025-07-25 14:37:32,fear
2025-07-25 14:37:32,fear
2025-07-25 14:37:33,happy
2025-07-25 14:37:33,happy
2025-07-25 14:37:33,happy
2025-07-25 14:37:33,neutral
2025-07-25 14:37:33,neutral
2025-07-25 14:37:34,neutral
2025-07-25 14:37:34,neutral
2025-07-25 14:37:34,angry
2025-07-25 14:37:34,sad
2025-07-25 14:37:34,sad
2025-07-25 14:37:35,happy
2025-07-25 14:37:35,happy
2025-07-25 14:37:35,fear
2025-07-25 14:37:35,fear
2025-07-25 14:37:35,fear
2025-07-25 14:37:35,fear
2025-07-25 14:37:36,happy
2025-07-25 14:37:36,fear
2025-07-25 14:37:36,fear
2025-07-25 14:37:36,happy
2025-07-25 14:37:36,happy
2025-07-25 14:37:36,happy
2025-07-25 14:37:36,happy
2025-07-25 14:37:37,happy
2025-07-25 14:37:37,happy
2025-07-25 14:37:37,happy
2025-07-25 14:37:37,happy
2025-07-25 14:37:37,happy
2025-07-25 14:37:37,happy
2025-07-25 14:37:37,happy
2025-07-25 14:37:38,happy
2025-07-25 14:37:38,happy
2025-07-25 14:37:38,fear
2025-07-25 14:37:38,fear
2025-07-25 14:37:38,fear
2025-07-25 14:37:38,fear
2025-07-25 14:37:39,fear
2025-07-25 14:37:39,fear
2025-07-25 14:37:39,fear
2025-07-25 14:37:39,fear
2025-07-25 14:37:39,happy
2025-07-25 14:37:39,happy
2025-07-25 14:37:40,happy
2025-07-25 14:37:40,happy
